,address,avg0,avg1,avg2,avg3,avg4plus,bathrooms,bedrooms,description,latitude,longitude,price,sqft,title,price per room
92,2215 Channing Way,0.0,0.0,2695.0,3394.0,0,0.0,0.0,0,37.8663809,-122.264969,0.0,0.0,0,3044
93,2336 Channing Way,0.0,2390.0,2766.0,0.0,0,0.0,0.0,0,37.866285,-122.261569,0.0,0.0,0,2578
94,2017 Durant Ave,869.0,0.0,0.0,0.0,0,0.0,0.0,0,37.866745,-122.269459,0.0,0.0,0,869
95,2328 Fulton St,0.0,1800.0,0.0,0.0,0,0.0,0.0,0,37.8665198,-122.2661005,0.0,0.0,0,1800
96,2330 Fulton St,0.0,1800.0,0.0,0.0,0,0.0,0.0,0,37.8663801,-122.265969,0.0,0.0,0,1800
97,2219 Channing Way,0.0,0.0,2200.0,0.0,0,0.0,0.0,0,37.866405,-122.264791,0.0,0.0,0,2200
98,2239 Channing Way,1416.0,1829.0,2541.0,0.0,0,0.0,0.0,0,37.86652,-122.263863,0.0,0.0,0,1928
99,2313 Channing Way,0.0,0.0,0.0,2690.0,0,0.0,0.0,0,37.866663,-122.262767,0.0,0.0,0,2690
100,2400 Dana St,1200.0,0.0,0.0,0.0,0,0.0,0.0,0,37.866432,-122.261335,0.0,0.0,0,1200
101,2210 Durant Ave,0.0,1813.0,2775.0,3370.0,0,0.0,0.0,0,37.866712,-122.265214,0.0,0.0,0,2652
102,2218 Durant Ave,1008.0,0.0,0.0,0.0,0,0.0,0.0,0,37.866751,-122.264906,0.0,0.0,0,1008
103,2222 Durant Ave,1023.0,0.0,0.0,0.0,0,0.0,0.0,0,37.8667749,-122.264714,0.0,0.0,0,1023
104,2226 Durant Ave,0.0,1257.0,0.0,0.0,0,0.0,0.0,0,37.866799,-122.264534,0.0,0.0,0,1257
105,2230 Durant Ave,0.0,1249.0,0.0,0.0,0,0.0,0.0,0,37.8668249,-122.2643248,0.0,0.0,0,1249
106,2360 Ellsworth St,0.0,1901.0,2925.0,0.0,0,0.0,0.0,0,37.866771,-122.26373,0.0,0.0,0,2413
107,2341 Ellsworth St,0.0,0.0,2740.0,4110.0,0,0.0,0.0,0,37.8666777,-122.2632241,0.0,0.0,0,3425
108,2325 Channing Way,1334.0,1950.0,0.0,0.0,0,0.0,0.0,0,37.866704,-122.262419,0.0,0.0,0,1642
109,2329 Channing Way,0.0,0.0,2786.0,0.0,0,0.0,0.0,0,37.866729,-122.262252,0.0,0.0,0,2786
110,2333 Channing Way,1695.0,2073.0,3096.0,0.0,0,0.0,0.0,0,37.86675,-122.262074,0.0,0.0,0,2288
111,2025 Durant Ave,1515.0,1864.0,2654.0,0.0,0,0.0,0.0,0,37.867002,-122.26922,0.0,0.0,0,2011
112,2232 Durant Ave,0.0,1256.0,0.0,0.0,0,0.0,0.0,0,37.866843,-122.264164,0.0,0.0,0,1256
113,2236 Durant Ave,1356.0,0.0,0.0,0.0,0,0.0,0.0,0,37.866864,-122.264011,0.0,0.0,0,1356
114,2030 Bancroft Way,0.0,990.0,0.0,0.0,0,0.0,0.0,0,37.86721,-122.268684,0.0,0.0,0,990
115,2312 Durant Ave,1294.0,0.0,0.0,0.0,0,0.0,0.0,0,37.867028,-122.26273,0.0,0.0,0,1294
116,2318 Durant Ave,0.0,2167.0,0.0,0.0,0,0.0,0.0,0,37.867059,-122.262498,0.0,0.0,0,2167
117,2235 McKinley Ave,0.0,0.0,2081.0,0.0,0,0.0,0.0,0,37.867345,-122.273356,0.0,0.0,0,2081
118,2020 Bancroft Way,1515.0,1864.0,2654.0,0.0,0,0.0,0.0,0,37.8672633,-122.2692489,0.0,0.0,0,2011
119,2241 Durant Ave,1667.0,2098.0,2014.0,0.0,0,0.0,0.0,0,37.8673588,-122.2638641,0.0,0.0,0,1926
120,2233 McKinley Ave,0.0,0.0,0.0,2005.0,0,0.0,0.0,0,37.867453,-122.273367,0.0,0.0,0,2005
121,2126 Bancroft Way,0.0,2695.0,2895.0,0.0,0,0.0,0.0,0,37.867565,-122.266416,0.0,0.0,0,2795
122,2312 Ellsworth St,1251.0,2150.0,3095.0,0.0,0,0.0,0.0,0,37.867508,-122.263884,0.0,0.0,0,2165
123,2306 Ellsworth St,0.0,1430.0,0.0,0.0,0,0.0,0.0,0,37.867702,-122.263925,0.0,0.0,0,1430
124,2411 Durant Ave,1595.0,2281.0,1517.0,0.0,0,0.0,0.0,0,37.8678646,-122.2607987,0.0,0.0,0,1797
125,2419 Durant Ave,1544.0,2015.0,0.0,0.0,0,0.0,0.0,0,37.8678929,-122.2604443,0.0,0.0,0,1779
126,2110 Kittredge St,1630.0,1624.0,0.0,0.0,0,0.0,0.0,0,37.868334,-122.267423,0.0,0.0,0,1627
127,2138 Kittredge St,0.0,1523.0,0.0,0.0,0,0.0,0.0,0,37.868341,-122.266998,0.0,0.0,0,1523
128,2231 Shattuck Ave,0.0,715.0,0.0,0.0,0,0.0,0.0,0,37.868727,-122.267477,0.0,0.0,0,715
129,2001 Allston Way,1115.0,0.0,0.0,0.0,0,0.0,0.0,0,37.8693725,-122.2696908,0.0,0.0,0,1115
130,2414 Dwight Way,801.0,1435.0,0.0,0.0,0,0.0,0.0,0,37.864659,-122.259955,0.0,0.0,0,1118
131,2418 Dwight Way,0.0,1473.0,2357.0,0.0,0,0.0,0.0,0,37.864678,-122.259794,0.0,0.0,0,1915
132,2430 Dwight Way,1358.0,1595.0,2144.0,0.0,0,0.0,0.0,0,37.8648152,-122.259152,0.0,0.0,0,1699
133,2517 Telegraph Ave,0.0,1776.0,2305.0,1825.0,0,0.0,0.0,0,37.864725,-122.258089,0.0,0.0,0,1968
134,2515 Regent St,0.0,0.0,3500.0,0.0,0,0.0,0.0,0,37.864711,-122.257272,0.0,0.0,0,3500
135,2508 Hillegass Ave,1303.0,0.0,2542.0,2685.0,0,0.0,0.0,0,37.864909,-122.256731,0.0,0.0,0,2176
136,2520 College Ave,0.0,2022.0,3357.0,0.0,0,0.0,0.0,0,37.864826,-122.254198,0.0,0.0,0,2689
137,2416 Dwight Way,801.0,1435.0,0.0,0.0,0,0.0,0.0,0,37.8648467,-122.2599757,0.0,0.0,0,1118
138,2515 Benvenue Ave,1443.0,1596.0,2570.0,0.0,0,0.0,0.0,0,37.864984,-122.254763,0.0,0.0,0,1869
139,2518 Etna St,0.0,2800.0,0.0,0.0,0,0.0,0.0,0,37.864875,-122.253007,0.0,0.0,0,2800
140,2525 Piedmont Ave,0.0,1306.0,0.0,0.0,0,0.0,0.0,0,37.8648573,-122.2512282,0.0,0.0,0,1306
141,2439 Dwight Way,0.0,1820.0,0.0,0.0,0,0.0,0.0,0,37.8651482,-122.2589667,0.0,0.0,0,1820
142,2449 Dwight Way,1258.0,1286.0,1700.0,0.0,0,0.0,0.0,0,37.8652025,-122.2586435,0.0,0.0,0,1414
143,2532 Dwight Way,971.0,0.0,0.0,0.0,0,0.0,0.0,0,37.86511,-122.256864,0.0,0.0,0,971
144,2508 Benvenue Ave,1893.0,1751.0,2278.0,0.0,0,0.0,0.0,0,37.865065,-122.255436,0.0,0.0,0,1974
145,2514 College Ave,0.0,0.0,2502.0,0.0,0,0.0,0.0,0,37.865097,-122.254226,0.0,0.0,0,2502
146,2519 College Ave,1888.0,0.0,3080.0,0.0,0,0.0,0.0,0,37.865057,-122.253492,0.0,0.0,0,2484
147,2522 Piedmont Ave,1495.0,0.0,2573.0,0.0,0,0.0,0.0,0,37.865027,-122.251872,0.0,0.0,0,2034
148,2516 Piedmont Ave,812.0,1952.0,2921.0,0.0,0,0.0,0.0,0,37.8651829,-122.2516562,0.0,0.0,0,1895
149,2521 Piedmont Ave,0.0,1579.0,0.0,0.0,0,0.0,0.0,0,37.8650678,-122.2512896,0.0,0.0,0,1579
150,2437 Dwight Way,0.0,1820.0,0.0,0.0,0,0.0,0.0,0,37.8653199,-122.259031,0.0,0.0,0,1820
151,2527 Dwight Way,0.0,1600.0,2300.0,0.0,0,0.0,0.0,0,37.865318,-122.2578954,0.0,0.0,0,1950
152,2501 Benvenue Ave,1050.0,1898.0,2250.0,0.0,0,0.0,0.0,0,37.8653073,-122.2549191,0.0,0.0,0,1732
153,2644 Dwight Way,1535.0,0.0,2595.0,0.0,0,0.0,0.0,0,37.865354,-122.254452,0.0,0.0,0,2065
154,2514 Piedmont Ave,812.0,1952.0,2921.0,0.0,0,0.0,0.0,0,37.8653176,-122.251668,0.0,0.0,0,1895
155,2515 Piedmont Ave,1747.0,1873.0,0.0,0.0,0,0.0,0.0,0,37.8653668,-122.2513381,0.0,0.0,0,1810
156,2513 Telegraph Ave,0.0,1776.0,1827.0,0.0,0,0.0,0.0,0,37.8648301,-122.2581861,0.0,0.0,0,1801
157,2520 Etna St,0.0,1895.0,0.0,0.0,0,0.0,0.0,0,37.864763,-122.252995,0.0,0.0,0,1895
158,2510 College Ave,0.0,2200.0,0.0,3950.0,0,0.0,0.0,0,37.8652478,-122.2540085,0.0,0.0,0,3075
159,2511 Dwight Way,0.0,1600.0,2300.0,0.0,0,0.0,0.0,0,37.865475,-122.257987,0.0,0.0,0,1950
160,2504 College Ave,965.0,0.0,0.0,4300.0,0,0.0,0.0,0,37.8655,-122.2540752,0.0,0.0,0,2632
161,2536 Piedmont Crescent,1370.0,2080.0,0.0,0.0,0,0.0,0.0,0,37.8655638,-122.2505157,0.0,0.0,0,1725
162,2646 Dwight Way,1000.0,0.0,0.0,0.0,0,0.0,0.0,0,37.8655833,-122.2542783,0.0,0.0,0,1000
163,2726 Dwight Way,0.0,2281.0,0.0,0.0,0,0.0,0.0,0,37.8655867,-122.2525038,0.0,0.0,0,2281
164,2750 Dwight Way,0.0,1590.0,2239.0,0.0,0,0.0,0.0,0,37.8655929,-122.251832,0.0,0.0,0,1914
165,2511 Piedmont Ave,0.0,0.0,2233.0,0.0,0,0.0,0.0,0,37.8657122,-122.2513478,0.0,0.0,0,2233
166,2513 Piedmont Ave,0.0,0.0,2233.0,0.0,0,0.0,0.0,0,37.8655736,-122.2513296,0.0,0.0,0,2233
167,2709 Dwight Way,1254.0,1667.0,1350.0,0.0,0,0.0,0.0,0,37.866045,-122.253355,0.0,0.0,0,1423
168,2729 Dwight Way,1117.0,1467.0,2390.0,0.0,0,0.0,0.0,0,37.866089,-122.252456,0.0,0.0,0,1658
169,2737 Dwight Way,0.0,2175.0,0.0,0.0,0,0.0,0.0,0,37.866086,-122.252193,0.0,0.0,0,2175
170,2741 Dwight Way,0.0,0.0,2654.0,0.0,0,0.0,0.0,0,37.8660951,-122.2519981,0.0,0.0,0,2654
171,2435 College Ave,0.0,1198.0,1624.0,0.0,0,0.0,0.0,0,37.866269,-122.253725,0.0,0.0,0,1411
172,2467 Warring St,0.0,0.0,3163.0,0.0,0,0.0,0.0,0,37.866126,-122.2502261,0.0,0.0,0,3163
173,2903 Dwight Way,0.0,0.0,2519.0,0.0,0,0.0,0.0,0,37.866259,-122.249057,0.0,0.0,0,2519
174,2435 Haste St,893.0,0.0,0.0,0.0,0,0.0,0.0,0,37.866195,-122.259336,0.0,0.0,0,893
175,2708 Haste St,1529.0,0.0,0.0,0.0,0,0.0,0.0,0,37.866368,-122.253482,0.0,0.0,0,1529
176,2728 Haste St,1169.0,1138.0,0.0,0.0,0,0.0,0.0,0,37.866439,-122.252617,0.0,0.0,0,1153
177,2442 Piedmont Ave,0.0,0.0,2639.0,0.0,0,0.0,0.0,0,37.8663649,-122.2518351,0.0,0.0,0,2639
178,2461 Warring St,0.0,1692.0,2582.0,0.0,0,0.0,0.0,0,37.866394,-122.250118,0.0,0.0,0,2137
179,2414 Telegraph Ave,1665.0,1944.0,2995.0,0.0,0,0.0,0.0,0,37.866523,-122.25911,0.0,0.0,0,2201
180,2710 Haste St,1557.0,0.0,0.0,0.0,0,0.0,0.0,0,37.866391,-122.25331,0.0,0.0,0,1557
181,2732 Haste St,0.0,1572.0,2690.0,0.0,0,0.0,0.0,0,37.8664879,-122.252383,0.0,0.0,0,2131
182,2437 Piedmont Ave,0.0,0.0,3034.0,0.0,0,0.0,0.0,0,37.866503,-122.251245,0.0,0.0,0,3034
183,2437 Warring St,1409.0,1750.0,0.0,0.0,0,0.0,0.0,0,37.8666038,-122.2502924,0.0,0.0,0,1579
184,2433 Warring St,0.0,1300.0,0.0,0.0,0,0.0,0.0,0,37.866727,-122.250322,0.0,0.0,0,1300
185,2421 Prospect St,808.0,688.0,0.0,0.0,0,0.0,0.0,0,37.8668286,-122.2494513,0.0,0.0,0,748
186,2415 College Ave,0.0,1671.0,0.0,0.0,0,0.0,0.0,0,37.866914,-122.253787,0.0,0.0,0,1671
187,2721 Haste St,0.0,1704.0,2801.0,0.0,0,0.0,0.0,0,37.866943,-122.253058,0.0,0.0,0,2252
188,2727 Haste St,0.0,2707.0,4425.0,0.0,0,0.0,0.0,0,37.866974,-122.252782,0.0,0.0,0,3566
189,2747 Haste St,0.0,2428.0,0.0,0.0,0,0.0,0.0,0,37.866965,-122.25214,0.0,0.0,0,2428
190,2430 Prospect St,0.0,1787.0,2700.0,0.0,0,0.0,0.0,0,37.8670029,-122.25002,0.0,0.0,0,2243
191,2417 Prospect St,0.0,3248.0,3045.0,0.0,0,0.0,0.0,0,37.8670557,-122.2496184,0.0,0.0,0,3146
192,2409 College Ave,1425.0,0.0,2241.0,0.0,0,0.0,0.0,0,37.867173,-122.25384,0.0,0.0,0,1833
193,2601 Channing Way,1520.0,0.0,2765.0,0.0,0,0.0,0.0,0,37.867499,-122.256302,0.0,0.0,0,2142
194,2700 Channing Way,0.0,1400.0,0.0,0.0,0,0.0,0.0,0,37.8673607,-122.2540202,0.0,0.0,0,1400
195,2724 Channing Way,0.0,0.0,3167.0,0.0,0,0.0,0.0,0,37.867327,-122.25323,0.0,0.0,0,3167
196,2728 Channing Way,967.0,0.0,0.0,0.0,0,0.0,0.0,0,37.867377,-122.252858,0.0,0.0,0,967
197,52 Panoramic Way,2500.0,0.0,0.0,0.0,0,0.0,0.0,0,37.867515,-122.24806,0.0,0.0,0,2500
198,54 Panoramic Way,2800.0,0.0,0.0,0.0,0,0.0,0.0,0,37.867585,-122.247825,0.0,0.0,0,2800
199,2421 Durant Ave,1321.0,0.0,2284.0,0.0,0,0.0,0.0,0,37.8678944,-122.260169,0.0,0.0,0,1802
200,2709 Channing Way,1193.0,1700.0,2335.0,0.0,0,0.0,0.0,0,37.86777,-122.253759,0.0,0.0,0,1742
201,2717 Channing Way,1572.0,1435.0,2475.0,0.0,0,0.0,0.0,0,37.867851,-122.25342,0.0,0.0,0,1827
202,2815 Channing Way,0.0,0.0,0.0,2695.0,0,0.0,0.0,0,37.868186,-122.251071,0.0,0.0,0,2695
203,2525 Durant Ave,1426.0,2145.0,0.0,0.0,0,0.0,0.0,0,37.868249,-122.257767,0.0,0.0,0,1785
204,2533 Durant Ave,1830.0,2754.0,3400.0,0.0,0,0.0,0.0,0,37.8682801,-122.2574646,0.0,0.0,0,2661
205,2539 Durant Ave,1590.0,2005.0,2925.0,0.0,0,0.0,0.0,0,37.868312,-122.257299,0.0,0.0,0,2173
206,2336 Piedmont Ave,0.0,646.0,0.0,0.0,0,0.0,0.0,0,37.8682633,-122.2523763,0.0,0.0,0,646
207,2330 Warring St,964.0,1800.0,2400.0,2956.0,0,0.0,0.0,0,37.868158,-122.250887,0.0,0.0,0,2030
208,2901 Channing Way,1137.0,1238.0,0.0,0.0,0,0.0,0.0,0,37.8680811,-122.2504037,0.0,0.0,0,1187
209,2399 Prospect St,1691.0,0.0,0.0,0.0,0,0.0,0.0,0,37.868106,-122.249588,0.0,0.0,0,1691
210,36 Panoramic Way,1150.0,0.0,0.0,0.0,0,0.0,0.0,0,37.8681161,-122.2488779,0.0,0.0,0,1150
